x1,y1,x2,y2,x3,y3,angle,energy_objective,stress_constraint,date
-11.678775082321494,9.341592973888591,-10.676908675083672,-9.482081892677543,-7.814252574801769,12.332304280418732,24.34225554075843,20048.883194489223,864.4524999999999,2026-05-21 15:22:26
18.118670836178396,-3.4839016941775185,9.007651703448548,-1.102960362411146,0.5065175097998988,1.8629222854046112,78.11932199762877,20048.883194489223,864.4524999999999,2026-05-21 15:22:26
4.112188127836635,5.128098489323847,3.837776805340688,14.458990879922155,-3.6901760715940135,-19.301502508039878,92.8786509421861,20048.883194489223,864.4524999999999,2026-05-21 15:22:26
-20.042740615042913,-6.551212925520154,1.9995827606668968,1.3420303018355852,11.526202458742368,-17.15604469456752,163.17670351383518,20048.883194489223,864.4524999999999,2026-05-21 15:22:26
-5.2084030591533015,-13.278871233628633,18.221553423166803,8.896389660175998,20.889933240487295,-10.09415699293847,154.57628314501605,20048.883194489223,864.4524999999999,2026-05-21 15:22:26
16.07379151717562,-18.787865294497287,14.618762745930162,4.300327964714281,-11.987737880530602,-20.97398321996971,174.99526403390195,20048.883194489223,864.4524999999999,2026-05-21 15:43:17
4.740457586757305,9.60132994556362,-13.620163588785426,1.632773190896856,-1.0760574138321353,13.041633738821133,178.15272523257605,20048.883194489223,864.4524999999999,2026-05-21 15:43:17
7.691010921813945,-16.699621038635573,-16.784075121135402,-2.444801430678485,-13.424466217638555,18.05681793531842,64.67420912769622,20048.883194489223,864.4524999999999,2026-05-21 15:43:17
-16.258985377002638,5.090839720199664,16.14203368806964,14.574185350175313,-19.043512826637837,20.51982360878752,1.5165875960000663,20048.883194489223,864.4524999999999,2026-05-21 15:43:17
5.917726423822224,-10.617510484361102,8.546282925446302,3.446539395785919,-6.981442038018237,4.86596943573111,121.80356350852635,20048.883194489223,864.4524999999999,2026-05-21 15:43:17
-6.024581670340215,13.474307974706306,-18.400365775212368,-8.037401228098393,-9.36142734976421,-1.4229183427179173,36.45121444680869,20048.883194489223,864.4524999999999,2026-05-21 15:43:17
19.13937804131288,-18.166254688979116,-17.965959303203064,18.51485411487652,-4.289602845345662,9.769285306723372,146.62200808771075,20048.883194489223,864.4524999999999,2026-05-21 15:43:17
